candidate,phrase,type,post_count,example_1,example_2,example_3
Trump,#fascisttrump,hashtag,1,#FascistTrump ☮️💙🌊✊🐕‍🦺,,
Trump,#fecal_feces_excrement_aka_pos_convected34x_felon_trump,hashtag,1,"What's funny about Trump's speeches, no one understands them at all, especially, #fecal_feces_excrement_aka_POS_CONVECTED34X_FELON_TRUMP! Because, the very next day, someone will ask him personally, what did he mean, and out of his mouth, he says I never said that. #IAmPoliticsGirl #RepAOC",,
Trump,#felontrump,hashtag,1,#FelonTrump #ConvictedFelons #McDonald’s🤣,,
Trump,#fighttrump,hashtag,1,#FightTRUMP,,
Trump,#fighttrumpism,hashtag,1,"Real Americans will not give in.

If wannabe dictator Rapist Trump, the Fascist Republican Party, and Brain Damaged MAGA want to take away our Democracy, they'll have to pry it out of our cold, dead, hands.

Resist!

#FightTyranny
#FightTrumpism
#FightTyranny
#FightTrumpism",,
Trump,#ftrump,hashtag,1,Well this about sums it up! The next 4 years are about to be the worst of my life….#FTrump #blue4Life,,
Trump,#hatetrump,hashtag,1,#HateTrump In my entire life he’s the only people I ever hated was him and his minions. ☮️💙🌊✊🐕‍🦺,,
Trump,#hitlertrump,hashtag,1,"#Hitlertrump  is a #Racist, #RussianAsset #Facist, #Bigot, #Pedophile, #Rapist & #Traitor to America!!  #VoteHarrisWalz2024🇺🇲💙🌊🇵🇷🇯🇴🇺🇦🌿🤲🏿

https://anonymous",,
Trump,#humptydumptytrumpy,hashtag,1,"#DonTheCon #CreepyDon
#DonnieDementia #DonnieDeLulu #HumptyDumptyTrumpy
#MAGA #MAGA2024 #MAGAts #Tariffs #Economy",,
Trump,#iftrumpwasabook,hashtag,1,"#IfTrumpWasABook
Mopey Dick",,
Trump,#impeachtrumpnow,hashtag,1,Trump's behavior is worthy of a 25th amendment impeachment! #impeachtrumpnow,,
Trump,#inmatetrump,hashtag,1,"Dear Donald Trump: You may be skirting by justice at the moment, but if I were you I wouldn't stop production of those Trump branded soap-on-a-ropes.

#JusticeMatters #TeamJustice #InmateTrump",,
Trump,#kindomoftrump,hashtag,1,He will never be in Government after January... He should move to Mexico now! He will be the first to die when the #KindomofTrump is officially immune...,,
Trump,#latinosfortrump,hashtag,1,"#LatinosForTrump 
If you're a Latino and you voted for Trump, I hope he DEPORTS YOU AND EVERYONE IN YOUR FAMILY.  And you can take your ""Latinos for Trump"" signs with you.",,
Trump,#liartrump,hashtag,1,Until the end of time We will never know why THIS was not the END of him!!! The American people are not those I grew up with any more!! #LoserTrump #LiarTrump #ChuckandJim,,
Trump,#livetrumpless,hashtag,1,#LiveTrumpLess,,
Trump,#loserdonald,hashtag,1,#LoserDonald,,
Trump,#lovetrumpshate,hashtag,1,"😱 🇺🇸
#LoveTrumpsHate #Resist #TransEquality #BLM #Equality #NotMyPresident",,
Trump,#magafilthscumtrumpamerica,hashtag,1,"THIS #Project2025💩 #magaFilthSCUMtrumpAmerica🇺🇸, this is #JIMCROW3.O, #Wmen/#Wwomen & #LatinoM HAVE ELECTED #HITLER👹 AS #PRESIDENT.",,
Trump,#mcdonald,hashtag,1,#FelonTrump #ConvictedFelons #McDonald’s🤣,,
Trump,#melaniahatestrump,hashtag,1,#MelaniaHatesTrump,,
Trump,#millionshatetrumpkeepfighting,hashtag,1,#MillionsHateTrumpKeepFIGHTING,,
Trump,#moscowdonaldtrump,hashtag,1,Lindsey Graham Touts Lara Trump to Ron DeFascist as Marco Rubio Replacement for Senate. What kompromat does #MoscowDonaldTrump have on him?,,
Trump,#nazitrump,hashtag,1,"Is trump a fascist? Yeah or hell to the fucking yeah?  

#BoycottWaPo 
#NaziMusk 
#BoycottTesla 
#NaziTrump",,
Trump,#neveragaintrump,hashtag,1,#HarrisWalz #MichaelBloomberg #KamalaBringsUsJoy #NeverAgainTrump #VoteBlue #TrumpWillLose2024 #NoRepublicansEverAgain #USPol,,
Trump,#neverposttrumpface,hashtag,1,"I pledge to you to never boost a post with an image of Trump.

Hashtag time!

#NeverPostTrumpFace

I'm not very good at this. Someone? Anyone...?",,
Trump,#nevertrump2024,hashtag,1,"MAGATS DON'T STOP!
SO WE MUST BLOCK!

#resistwithintent
#nevertrump #nevertrump2024",,
Trump,#nevertrumpers,hashtag,1,"Dear Donald Trump: I'm not sure if you are aware of this statistic, but 4 out of every 5 people you choose for your cabinet will be called #NeverTrumpers in less than a year. 

I know you don't like facts, but.... yeah.",,
Trump,#nototrump,hashtag,1,"https://anonymous
 please call your representative by clicking here and tell them you want them to VOTE NO on H.R. 9495
Because this is how Trump plans on becoming a dictator removing everyone’s power onto himself! #NoToTrumpsAgenda #NoToTrump #NoOnHR9495",,
Trump,#nototrumpsagenda,hashtag,1,"https://anonymous
 please call your representative by clicking here and tell them you want them to VOTE NO on H.R. 9495
Because this is how Trump plans on becoming a dictator removing everyone’s power onto himself! #NoToTrumpsAgenda #NoToTrump #NoOnHR9495",,
Trump,#notrumplandslide,hashtag,1,https://anonymous “Trump had one of the smallest margins of victory in the popular vote since 1888.” #NoTrumpLandslide,,
Trump,#opposedonaldtrump,hashtag,1,"#OpposeDonaldTrump SIGN THE LETTER | Will you sign our letter to oppose Donald Trump? | AMERIPAC
https://anonymous",,
Trump,#pambondiistrumpsnextpuppet,hashtag,1,"Up next to bat for Trump's AJ position is...
#TrumpsFirstPickTookHisBallAndWentHome
#PamBondiIsTrumpsNextPuppet",,
Trump,#pedophiletrumps,hashtag,1,"#Pedophiletrumps cabinet, 2 #Rapist/#Pedophiles, 1 #Lunatic & all Non-Other by the way. If a #Dem did this, what's the OUT RAGE??",,
Trump,#praisingtrump,hashtag,1,"Donald #Trump finally did something I approve of:
Trump rode in a #garbage truck.
Being Trump, he rode in the wrong part of the garbage truck,
but he came closer than ever to doing the right thing.
#trump = #trash. #politics #PraisingTrump",,
Trump,#putinmurdochtrumpmusk,hashtag,1,#PutinMurdochTrumpMusk //\\ #ElonMusk #FWakeEducation //\\,,
Trump,#putinowntrump,hashtag,1,"Trump, the doofus— but dangerous wannabe dictator. 

#PutinOwnTrump
#TrumpsProject2025",,
Trump,#puttrumpbehindbars,hashtag,1,It scares me to say this... what on earth will Trump do this week? #PutTrumpBehindBars #SendTrumptoMexico #SendTrumptoRussia,,
Trump,#rapisttrump,hashtag,1,#RapistTrump,,
Trump,#rejecttrump,hashtag,1,"It's sickening that Joe & Mika went in person to kiss Trump's ass.  Is there no one who will stand up to him?
#ProudBlue #BlueCrew #RejectTrump #ResistTrump #TrumpIsNotFitToBePresident",,
Trump,#republicansagainsttrump,hashtag,1,A one-time Trump voter turns her back on the former president. @anonymous talks to a #Wisconsin participant in #RepublicansAgainstTrump ads. https://anonymous,,
Trump,#republicanvotersagainsttrump,hashtag,1, #NeverTrump #RepublicanVotersAgainstTrump 🔵⭐️🔵,,
Trump,#saynototrump,hashtag,1,"https://anonymous
This is Donald Trump‘s way of trying to become a dictator! hopefully the Senate ain’t having any of it! Thankfully, they’re not gonna let him turn our country into a dictatorship. We are a free country! And we plan on staying that way! #Freedom #SayNoToTrump",,
Trump,#sendtrumptomexico,hashtag,1,It scares me to say this... what on earth will Trump do this week? #PutTrumpBehindBars #SendTrumptoMexico #SendTrumptoRussia,,
Trump,#sendtrumptorussia,hashtag,1,It scares me to say this... what on earth will Trump do this week? #PutTrumpBehindBars #SendTrumptoMexico #SendTrumptoRussia,,
Trump,#sleepytrump,hashtag,1,#sleepytrump,,
Trump,#stoptrumpfascistregime,hashtag,1,Does anyone in Congress or the DOJ find this weird? Again billionaires can do whatever they want in America #StopTrumpFascistRegime,,
Trump,#survivingtrump,hashtag,1,After T-Rump won my mama said she bought me a book. I woke up Yesterday morning to this on my WFH desk 😂😂😂😂 #BlackSky #SurvivingTrump,,
Trump,#trumpadjuducatedrapist,hashtag,1,#TrumpAdjuducatedRapist #TrumpIsUnfitForOffice,,
Trump,#trumpafi,hashtag,1,#Trumpafi,,
Trump,#trumpageddon,hashtag,1,"I think it's kinda funny that this was my last post on the Other Place before Leon locked me out me for a week. 

#Trumpageddon",,
Trump,#trumpatrocity,hashtag,1,"What next #TrumpAtrocity will there be in the Clown Car Cabinet -- Mark Robinson as Head of Health and Human Services?

#Trumpfuckery is real",,
Trump,#trumpbump,hashtag,1,#Trump #MSNBC #Republicans #TrumpBump #GOP #MAGA #Democrats #News https://anonymous,,
Trump,#trumpcabinetoftraitors,hashtag,1,"I made this today. 
But I think I’ve vastly underestimated the level of evil of the #TrumpCabinetOfTraitors",,
Trump,#trumpcampaign,hashtag,1,Trump ads complain about Kamal supposedly releasing a rapist. But at least she is not A RAPIST LIKE TRUMP !!!  #trump. #trumpcampaign.,,
Trump,#trumpcare,hashtag,1,"So taking a broad look at trump ""concepts of a plan on Healthcare"" the picture becomes clearer 

Deregulate food manufacturers, so raw milk hits shelves, Open up lible laws so they can sue experts speaking out, shield brands from being held liable, and cut health coverage so people die

#trumpcare",,
Trump,#trumpchoked,hashtag,1,"If I were to be charitable and decipher the absolute gibberish that was tRvmp’s answer on #childcare, I might say that he thinks his imposed new tariffs will somehow miraculously pay for child care! 

He’s got it ass backwards! 

#TrumpWordSalad #TrumpChoked

https://anonymous",,
Trump,#trumpcorruption,hashtag,1,"This is what a wannabe dictator looks like: hiding nominees, blocking transparency, and treating ethics like an inconvenience. Trump isn’t leading—he’s looting. #DictatorInTheMaking #TrumpCorruption #NoAccountability",,
Trump,#trumpcrimes,hashtag,1,"Hillary Clinton Breaks Silence on Trump's Indictments

https://anonymous #HillaryClinton #DonaldTrump #TrumpIndictment #Trump #Indictment #TrumpCrimes #TrumpSupporters #Politics #Justice",,
Trump,#trumpderangementsyndrome,hashtag,1,"The ones of him 'praying' are hilarious 😂 

#donaldtrump #narcissist #grifter #fraud #unfit #traitor #maga #trumpderangementsyndrome",,
Trump,#trumpeffect,hashtag,1,"#TrumpEffect 

https://anonymous",,
Trump,#trumpenablers,hashtag,1,"Here is the best “Joke” of 2024.
#TrumpGotAwayWithIt #TrumpEnablers #MerrickGarland",,
Trump,#trumpenomics,hashtag,1,#Trumpenomics,,
Trump,#trumpet,hashtag,1,"#music
#trumpet

https://anonymous",,
Trump,#trumpfades,hashtag,1, https://anonymous #TrumpFades,,
Trump,#trumpfailed,hashtag,1,"Here is the 1st promise broken, let the list begin here. #TrumpFailed",,
Trump,#trumpfarts,hashtag,1,Which poor unsuspecting person will be on the receiving end next time? 💨 🤢 #Trumpfarts 💩,,
Trump,#trumpfiresale,hashtag,1,"I already have a bid in on the gold toilet, so hands off.
#TrumpFireSale",,
Trump,#trumpforprison2024,hashtag,1,"from Tarquin @anonymous 

Touché mutha fuckers! 

#TrumpIsACriminal #TrumpIsNotFitToBePresident #TrumpIsAnInsurrectionist #TrumpForPrison2024 
original image: Sandi Bachom",,
Trump,#trumpfreakskow,hashtag,1,🖤🤡 #TrumpFreakSkow 🤡🖤,,
Trump,#trumpfuckery,hashtag,1,"What next #TrumpAtrocity will there be in the Clown Car Cabinet -- Mark Robinson as Head of Health and Human Services?

#Trumpfuckery is real",,
Trump,#trumpgotawaywithit,hashtag,1,"Here is the best “Joke” of 2024.
#TrumpGotAwayWithIt #TrumpEnablers #MerrickGarland",,
Trump,#trumpguitars,hashtag,1,"This is NOT a Perfectly Good Guitar!
Smashing some Guitars are justified!
With Yuge Apologies to John Hiatt!!
#TrumpGuitars Jesus... The Grift.
Listen:
https://anonymous",,
Trump,#trumphate,hashtag,1,#TrumpLies #TrumpRacism #TrumpScams #TrumpHate #TrumpCrimeFamily #TrumpIgnorance #MAGAMorons,,
Trump,#trumpian,hashtag,1,"What a #Trumpian #metaphor for our times: people looking out for #1, 'cause who's gonna stop me? #congestionpricing #Climate #climatechange #Trump #TrumpFascist",,
Trump,#trumpignorance,hashtag,1,#TrumpLies #TrumpRacism #TrumpScams #TrumpHate #TrumpCrimeFamily #TrumpIgnorance #MAGAMorons,,
Trump,#trumpindictment,hashtag,1,"Hillary Clinton Breaks Silence on Trump's Indictments

https://anonymous #HillaryClinton #DonaldTrump #TrumpIndictment #Trump #Indictment #TrumpCrimes #TrumpSupporters #Politics #Justice",,
Trump,#trumpindictmentwatch,hashtag,1,It’s always good to start the week  with #TrumpIndictmentWatch,,
Trump,#trumpisaconvictedfelon,hashtag,1,"#TrumpIsAConvictedFelon
#TrumpIsUnfitForPresident
#TrumpIsWorstPresidentEver",,
Trump,#trumpisaconvictedfelonforlife,hashtag,1,#TrumpIsAConvictedFelonForLife #TrumpIsASinner #TrumpShouldBeInJail,,
Trump,#trumpisacriminalandtraitor,hashtag,1,"I want to take solace in this message from a retired Army MSG. I also love popcorn 🍿 
#hope #kamala #biden
#doj #trumpisacriminalandtraitor",,
Trump,#trumpisacunt,hashtag,1,"Morning all. Hopefully, today is the day the Orange shitgibbon is consigned to the bin for good #TrumpIsACunt",,
Trump,#trumpisafuckingidiot,hashtag,1,"From Threads; this is great! 😂

#TrumpIsAFuckingIdiot
https://anonymous",,
Trump,#trumpisafuckingmoron,hashtag,1,"Well, I've watched a fair amount of Trump at the Chicago economic forum, and seriously, this guy...
What an absolute fucking imbecile.
He is truly the most ignorant, misinformed, comically idiotic person to ever run for president.
#TrumpIsAFuckingMoron
#TrumpIsUnfitForOffice",,
Trump,#trumpisamericashitler,hashtag,1,"It’s already happening!

#TrumpIsATraitor #TrumpIsAmericasHitler #VoteBlueToStopACriminalDictator",,
Trump,#trumpisaninsurrectionist,hashtag,1,"from Tarquin @anonymous 

Touché mutha fuckers! 

#TrumpIsACriminal #TrumpIsNotFitToBePresident #TrumpIsAnInsurrectionist #TrumpForPrison2024 
original image: Sandi Bachom",,
Trump,#trumpisapedo,hashtag,1,Accurate #TrumpisAPedo #wtf,,
Trump,#trumpisapig,hashtag,1,I took this photo of Trump and Melania yesterday.  #trumpisapig,,
Trump,#trumpisapos,hashtag,1,#TrumpIsAPOS,,
Trump,#trumpisaracsit,hashtag,1,"Alwhite, Alwhite, Alwhite...🙄

#TrumpIsARacsit",,
Trump,#trumpisarapist,hashtag,1,This is a masterpiece #Trumpisarapist,,
Trump,#trumpisasinner,hashtag,1,#TrumpIsAConvictedFelonForLife #TrumpIsASinner #TrumpShouldBeInJail,,
Trump,#trumpisathreat,hashtag,1,This is America #Trumpisathreat,,
Trump,#trumpisbonkers,hashtag,1,#BidenTrumpDebates #SharksVElectrocution #TrumpIsBonkers,,
Trump,#trumpisdangerouslyunhinged,hashtag,1,#TrumpIsUnfitForOffice #TrumpIsDangerouslyUnhinged,,
Trump,#trumpisdone,hashtag,1,"#TrumpIsDone

What a loser",,
Trump,#trumpisfascisttothecore,hashtag,1,#trumpIsFascistToTheCore #DraftDodgerTrump,,
Trump,#trumpisfauxunion,hashtag,1,"Not Donald Trump holding a “pro-union” rally at a non-union factory with non-union attendees paid to hold union signs.

Trump scamming as usual!
#TrumpIsFauxUnion",,
Trump,#trumpisguiltyaf,hashtag,1,"#BringBackConsequences 
#TrumpIsGuiltyAF",,
Trump,#trumpishitler,hashtag,1,"#trumpisHitler 

That’s the post!",,
Trump,#trumpisking,hashtag,1,"I’ve said this before, but I think it’s more true now than ever:

I think some DEMOCRATIC congressperson should draft some legislation, that he or she plans to vote AGAINST, but makes Republicans have to face a clear line on Trump’s authoritarianism 

#TrumpIsKing legislation",,
Trump,#trumpismentallyill,hashtag,1,No one has ever been more unfit to be president of the United States than Donald Trump. #TrumpIsUnfitForOffice #TrumpIsUnfitForANYOffice #TrumpisMentallyill,,
Trump,#trumpismisspreading,hashtag,1,"For my American followers.

The Opposition Leader in Canada 🇨🇦 is a Temu copy of Trump. 

He collects a government paycheque

He lives in government housing ( a mansion )

He draws his support from the Alt-Right and Christian Extremists

He refuses or can't get #TopClearance 🙄

#TrumpismIsSpreading",,
Trump,#trumpismygod,hashtag,1,"MAGA: Trump loves America!’

 Then why does he hire foreign workers, stash classified documents in his golf club, and dodge taxes harder than a drunk driver at a checkpoint? Tell me you’re in a cult without telling me you’re in a cult. 🙃🍊 #TrumpIsMyGod #ButHeCantSpellGod",,
Trump,#trumpisnotfit,hashtag,1,"#Trumpisnotfit #Election 

Let's not forget this little ""truth"" ism...🙏🇺🇸💙",,
Trump,#trumpisnotwell,hashtag,1,"#EndtRumpEra #TrumpIsUNFIT #trumpisnotwell
#DefendDemocracy #defeatproject2025
#HarrisWalz2024 🏆 #VoteBlueAllTheWay
#Trump2024 is it already over 🤔 🗳️ 🇺🇸

Trump HIT with BOMBSHELL ALLEGATIONS at WORST MOMENT!

https://anonymous",,
Trump,#trumpisputinspuppet,hashtag,1,#TrumpIsPutinsPuppet,,
Trump,#trumpistoostupid,hashtag,1,"I've been watching Trump's rallies, and just oh my fucking God what a tedious, ignorant, malevolent, mewling, whining, vulgar, oafish buffoon that fuck is.
Someone with a 4th grade vocabulary AND logorrhea is just fucking exhausting.
#TrumpIsTooStupid 
#TrumpIsUnfitForOffice",,
Trump,#trumpistrash,hashtag,1,"seriously? you call Puerto Rico a floating isle of garbage while you worship the most horrible, trashiest person alive? 

#puertorico #trumpistrash #racist #rally",,
Trump,#trumpisunfitforanyoffice,hashtag,1,No one has ever been more unfit to be president of the United States than Donald Trump. #TrumpIsUnfitForOffice #TrumpIsUnfitForANYOffice #TrumpisMentallyill,,
Trump,#trumpisunfitforpresident,hashtag,1,"#TrumpIsAConvictedFelon
#TrumpIsUnfitForPresident
#TrumpIsWorstPresidentEver",,
Trump,#trumpisworstpresidentever,hashtag,1,"#TrumpIsAConvictedFelon
#TrumpIsUnfitForPresident
#TrumpIsWorstPresidentEver",,
Trump,#trumpkills,hashtag,1,#TrumpKills,,
Trump,#trumpkins,hashtag,1,Kamala Derangement Syndrome is real! #Trumpkins 🙄,,
Trump,#trumplethinskin,hashtag,1,"In celebration of The Autocrat's upcoming inauguration and given #Trumplethinskin 's vanity & dislike of poor images of him, on that day I think we ought to bombard social media (on all fronts) with our favorite ugly pictures of him. 

What say you?
 
(Not my favorite but will do for illustration.)",,
Trump,#trumpmicrophone,hashtag,1,"https://anonymous

Stay classy, GOP #TrumpMicrophone",,
Trump,#trumpnazi,hashtag,1,#TrumpNazi 🟠💀🟠,,
Trump,#trumpnightmare,hashtag,1,"Now what to do? 

#TrumpNightmare",,
Trump,#trumpnominee,hashtag,1,"Linda McMahon, former WWE executive, is Trump’s pick for Secretary of Education. From body slams to school policies—will her billions and history of controversies in the wrestling world shape U.S. education reform? #TrumpNominee #LindaMcMahon #Education",,
Trump,#trumpnycrally,hashtag,1,"👇🇺🇸""Backlash after comedian at Trump rally calls Puerto Rico 'island of garbage'"" #TrumpNYCRally",,
Trump,#trumpocalypse,hashtag,1,"Anybody want to go on a 4 year cruise to avoid the #Trumpocalypse 
#SkipForward

www.the-https://anonymous",,
Trump,#trumpocolypse,hashtag,1,"In these final days of our democracy, I'm trying to find moments of joy.

#Trumpocolypse",,
Trump,#trumponomics,hashtag,1,"Many were tempted by Mr. Trump’s braying populism. Now this has become Mr. Trump’s problem to solve — although the medicine he prescribed during his campaign will do little to address root causes and may even make things worse.
https://anonymous
#Trumponomics #Trump",,
Trump,#trumppedofiles,hashtag,1,"Just sayin'

#FBR #HarrisWalz2024 #resist #TrumpPedoFiles #TruthWarriors #resistance #FunnyGod #TraitorTrump #BidenRocks #HarrisIsAmazing #WalzIsWonderful @anonymous @anonymous @anonymous #AOC #StrongerTogether #Jan6 @anonymous @anonymous @anonymous @anonymous",,
Trump,#trumppisstillacreepylittleweirdo,hashtag,1,"#TrumppIsStillACreepyLittleWeirdo
 Pass it on.",,
Trump,#trumppoetry,hashtag,1,"Donald's enduring love for Donald is beyond dispute, 
but his choice of Matt Gaetz is like that fruit -
Bananas 
#TrumpPoetry",,
Trump,#trumppresidency,hashtag,1,"Imagine if #inflation and a #recession2025 does not occur during #TrumpPresidency? Imagine how terrible a popular Trump will be as he is ramming down the most inhumane agenda down our throats in a way nobody in American history has done?

He will try a third term, I guarantee it.",,
Trump,#trumppression,hashtag,1,"The Great #Trumppression is upon us.

#TrumpEconomy",,
Trump,#trumpracism,hashtag,1,#TrumpLies #TrumpRacism #TrumpScams #TrumpHate #TrumpCrimeFamily #TrumpIgnorance #MAGAMorons,,
Trump,#trumpresisters,hashtag,1,"#trumpresisters

https://anonymous",,
Trump,#trumprussia,hashtag,1,"Yes, #DonaldTrump Is A Threat to #Ireland’s Security

(co-published w Irish Examiner)

#Economy #TrumpRussia #Ukraine #NATO

https://anonymous",,
Trump,#trumps,hashtag,1,#Trumps 10 fav foods ! Make America healthy again!,,
Trump,#trumpsbigfukkyoutoamerica,hashtag,1,#TrumpsBigFUKKYOUtoAmerica,,
Trump,#trumpsbitch,hashtag,1,"Always and forever, he will be trump’s fastest talking ass licker!
#TrumpsBitch",,
Trump,#trumpscab,hashtag,1,#TrumpScab #Resist,,
Trump,#trumpscams,hashtag,1,#TrumpLies #TrumpRacism #TrumpScams #TrumpHate #TrumpCrimeFamily #TrumpIgnorance #MAGAMorons,,
Trump,#trumpsclowncabinet,hashtag,1,Every time he announces another cabinet pick. #trumpsclowncabinet,,
Trump,#trumpsdei,hashtag,1,#TrumpsDEI:,,
Trump,#trumpsfirstpicktookhisballandwenthome,hashtag,1,"Up next to bat for Trump's AJ position is...
#TrumpsFirstPickTookHisBallAndWentHome
#PamBondiIsTrumpsNextPuppet",,
Trump,#trumpsgothamgoons,hashtag,1,"JOKE
#TrumpMugShot #TrumpsGothamGoons
https://anonymous",,
Trump,#trumpshouldbeinjail,hashtag,1,#TrumpIsAConvictedFelonForLife #TrumpIsASinner #TrumpShouldBeInJail,,
Trump,#trumpstarriffs,hashtag,1,"We're importers. We already have plans in place to go around #TrumpsTarriffs More jobs for Mexico, less for America. See how that works, #MAGA",,
Trump,#trumpsupporter,hashtag,1,"I'm going to put aside some time later today to watch this! 👍 

#Film
#Politics
#FilmSky
#PoliticsSky
#TrumpSupporter
#TrumpIsATraitorAndCriminal",,
Trump,#trumpsupportergarbage,hashtag,1,🔵⭐️🔵 #TrumpGarbage #TrumpSupporterGarbage,,
Trump,#trumpsux,hashtag,1,#trumpsux #catsofbluesky #cats,,
Trump,#trumptariff,hashtag,1,Another massive #TrumpTariff L: steak is now GONE in Texas,,
Trump,#trumptarrifs,hashtag,1,"I don't want to hear any complaining from all the MAGA idiots that voted for the convicted felon. #TrumpTarrifs 

https://anonymous",,
Trump,#trumptaxscam,hashtag,1,This is how Trump will not tax overtime #TrumpTaxScam,,
Trump,#trumptheuser,hashtag,1,👇🇺🇸 #TrumpTheUser,,
Trump,#trumptilljan2029,hashtag,1,"#TheTrumpEffect.  A whopping 86% of Republican Americans - a world record - are Optimistic about #MAGA America, while a pitiful 49% of Loser democrats - another record - are pessimistic. Great Optimism is central to Greatness; pessimism to Biden/Harris' abject defeat. #TrumpTillJan2029",,
Trump,#trumptoons,hashtag,1,#trumptoons #thanksgiving #triggered #magatears #notinvited,,
Trump,#trumptower,hashtag,1,#TrumpTower,,
Trump,#trumptrashfamily,hashtag,1,#TrumpTrashFamily,,
Trump,#trumptreason,hashtag,1,🔥🇺🇸🔥 #TrumpTreason,,
Trump,#trumptrial,hashtag,1,"""Oh Donald, it’s always tough watching your kids perform, isn’t it?""

#TrumpTrial #DonaldTrump #Trump",,
Trump,#trumptrials,hashtag,1,Guess who isn't on trial in New York for conspiracy/election interference? Hillary was right about everything! #StillWithHer #TrumpTrials,,
Trump,#trumptrolling,hashtag,1,"Call me old school, but I like it when people act and speak like adults. Is that radical? Is that impossible in 2024? #TrumpTrolling #chaosatrecess #14Forever #CatchMeIfYouCan",,
Trump,#trumptruth,hashtag,1,#TrumpTruth,,
Trump,#trumpublican,hashtag,1,"Nancy Mace is a tRumpublican Capitalist! Making money off of a marginalized group. Her shirts say ""Come and take it."" My reply ""Give them Nothing. But take from them, Everything!""
#fucknancymace #transgender #transgenderrights #trumpublican",,
Trump,#trumpvance2024,hashtag,1,"Donald Trump holds a rally in California, a state he's almost certain to lose

'Your children are in danger. You can’t go to school with these people, these people are from a different planet'

https://anonymous 

#Immigration #TrumpVance2024",,
Trump,#trumpverdict,hashtag,1,Trump guilty on all 34 counts! #trumpverdict,,
Trump,#trumpwilldestroythiscountry,hashtag,1,"#trumpwilldestroythiscountry
https://anonymous",,
Trump,#trumpwillfukkus,hashtag,1,#TrumpWillFukkUS,,
Trump,#trumpwillneverbemypresident,hashtag,1,Every Trump headline includes “sexual assault”. If you voted for this garbage you have no morals or decency. Disgusting😡#TrumpWillNEVERBeMyPresident,,
Trump,#trumpwillsaveamerica,hashtag,1,"Get on the car, don’t be a loser!

#MAGA #Trump2024 #TrumpWillSaveAmerica",,
Trump,#trumpwon2024,hashtag,1,Doctors Performing Trans Experiments On Kids Should Prepare To Be Sued In Texas And Elsewhere. It's for the CHILDREN!  #TrumpWON2024  https://anonymous,,
Trump,#trumpwordsalad,hashtag,1,"If I were to be charitable and decipher the absolute gibberish that was tRvmp’s answer on #childcare, I might say that he thinks his imposed new tariffs will somehow miraculously pay for child care! 

He’s got it ass backwards! 

#TrumpWordSalad #TrumpChoked

https://anonymous",,
Trump,#trumpworld,hashtag,1,"My best hope is #trumpWorld is so incompetent they botch the Police & Nat'l Guard takeover, and Nat'l Guard reject federalization. That's the red line but one trequire constant vigilance

#dictatorship",,
Trump,#whatafuckingclowntrumpis,hashtag,1,"I'm now expecting there will be write-in votes for Donald McRonald.
#WhatAFuckingClownTrumpIs",,
Trump,#womenfortrump,hashtag,1,Planned Parenthood should deny all medical care for all women who voted for Donald Trump. #WomenForTrump #WomensRights,,
Trump,#yourtrumpvotehasconsequencesfortheworld,hashtag,1,#YourTrumpVoteHasConsequencesForTheWorld,,
Trump,---donald,variant,1,"""Kim Jong Un speaks and his people stand up at attention. I want my people to do the same.""
---Donald J. trump",,
Trump,2trump,variant,1,"Like many, over the past week since the election I've been trying 2frame it so I can understand it. I don't think voter anger is the main reason he won. I think people are attracted 2Trump bc he gives the appearance of being together, strong, successful. States must preserve cooperative autonomy.🫡",,
Trump,afterthetrumping,variant,1,"Hey folks! Just signed up. Hope to write and discuss what happens after our political trumping! Do AfterTheTrumping on TikTok. More soon. Looking forward to fun, debate, and putting solutions to challenges; solutions that we know that will bring change.",,
Trump,aftertrumps,variant,1,"Peeps💙AfterTrumps Win,leaders in Springfield’s Haitian community,and others report fleeing the city of 60,000 people,in fear of being rounded up and deported!Donald Trump is a cancer,and I can’t wait for the day of reading his obituary🤨
Trump is the most evil & hateful person in history!
#DemVoice1",,
Trump,anti-donald,variant,1,Trump nominee Dr. Oz laughed at an anti-Donald Trump joke implying Trump “made stupid decisions” running the country and Hillary Clinton should have been allowed to “handle it” instead.,,
Trump,bush-bush-obama-romney-trump-jorgensen,variant,1,As a lifelong democrat and Bush-Bush-obama-romney-trump-jorgensen voter my vote for Harris was pretty much guaranteed until she called Vance a creep,,
Trump,djtrump,variant,1,"Now, it's time for we, the people of ""The Resistance"", to move  to repudiating a 'one man governance by DJTrump'. Preserve the vote, legislation/lawsuits to reject gerrymandering/voter suppression/purging.  Articulate new candidates, $$ for challengers to GOP incumbents, candidate training; great",,
Trump,donaldem,variant,1,"🇺🇸 Przedwyborczy pat w USA.

Kamala Harris powiększa przewagę nad Donaldem Trumpem. Ale to wciąż nic jeszcze nie oznacza, bo kandydatów dzieli różnica błędu statystycznego.
👇 
#KamalaHarris #DonaldTrump 
https://anonymous",,
Trump,dtrump,variant,1,"One side of me is happy dTrump got elected. 

Why? Because his cult will get the crap beat out of them by his policies & they did it to themselves. Can’t wait to say “tough shit, dumbass”.

On the other hand, I’m not happy. We get hurt by the policies too. But now they’ll know the truth.",,
